DB00014|0.048262902，0.999993637，0.999290769，0.998914074，0.998985471，0.999163315，0.998626163，0.998773392，0.998235907，0.997619135，0.995980426，0.994341102，0.993355026，0.990889036，0.979386145，0.998917273，6.89e-07，0.999995755，0.836921154，2.51e-11，0.962847999，0.985672224，0.453984333，0.975409564，0.863134476，0.999206015，0.033420167，0.045864386，0.058705312，0.745946498，1.18e-05，0.999203528，0.999215135，0.999998998，0.999065598，0.998770192，0.999984599，0.999143743，0.917777168，0.956795064，0.917777168，0.842294706，0.033565046，0.84901988，0.096667644，0.019678277，0.003530068，0.999006855，0.999364848，0.999055991，0.999993755，9.94e-22，0.957848306，0.937036867，0.635287782，0.92731029，0.917645021，0.999812385，0.999215675，0.999971841，5.7e-08，0.997653927，0.0，0.996527428，0.942792245，0.998975965，0.998901837，0.999496585，0.985780815，0.980563576，0.977808184，0.899613565，0.999939867，0.892688，4.61e-10，0.157072376，0.729969007，0.993593531，0.994335411，0.839920229，0.975236207，0.968321246，0.999352019，0.167096874，0.99999847，0.999351669，0.994360492，0.747328265，0.857671355，5.3e-05，0.699547846，0.999635011，0.978907593，0.709806361，9.8e-13，0.99844739，0.998953356，0.939529362，0.984529979，0.886915781，2.99e-06，0.9857295，5.3e-05，0.999612945，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.934736345，0.020286834，5.71e-19，0.999247139，0.997862118，7.11e-15，5.84e-13，0.942307104，0.999999997，0.999999997，0.166498334，0.166486816，0.998296183，0.998648272，7.11e-15，0.16834648，1.0，0.713160824，0.999982093，1.0，0.000837777，0.166325734，0.999620393，0.999999997，9.57e-08，3.5e-08，0.168206175，0.165806858，0.167346595，0.999940051，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.635349613，1.61e-09，0.914027309，2.09e-07，7.11e-15，0.499264281，0.164929402，0.76084478，2.11e-16，1.0，3.26e-22，1.0，0.168149182，0.999995363，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.999907578，0.965618637，0.965824606，0.021135424，0.021135424，2.39e-20，0.0，1.0，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，0.960706684，0.999999984，0.001322011
DB00091|0.996694664，0.998144505，0.999254951，0.999336213，0.999396076，0.998501761，0.998792929，0.998946056，0.998941486，0.998585267，0.997294262，0.996243215，0.994531248，0.992576759，0.982482177，0.993750812，1.0，0.998021971，0.155748631，0.25715883，0.997827024，0.966298068，0.756413964，0.61230681，7.52e-13，0.998898044，0.003658345，0.005425883，0.006282698，0.977357567，0.004507691，0.998800794，0.998697049，0.999998998，0.999415622，0.999036256，0.999983702，0.998973485，0.931998309，0.238316898，0.931998309，0.373224069，0.157138945，0.365974222，0.11089516，0.748995627，0.463832278，0.999005112，0.999108402，0.94482255，0.999707606，9.94e-22，0.918732282，0.5，0.034722889，4.83e-15，0.0111776，0.99571926，0.951016644，0.998911388，5.7e-08，0.958928651，0.0，0.980001175，0.880663973，0.99890741，0.995129346，0.99951717，3.61e-15，0.984063323，1.74e-22，1.18e-10，0.999830511，9.05e-08，4.61e-10，0.157072376，0.996387892，0.996353812，0.958457034，0.498154684，0.026103288，0.961399229，0.994800282，0.167096874，0.999910071，0.99969877，0.998813862，0.959697569，0.05514952，5.3e-05，1.43e-16，0.91609699，6.95e-13，0.0，9.8e-13，0.999545136，0.992097203，0.992376021，0.999351594，0.0774398，2.99e-06，0.277639012，5.3e-05，0.994456351，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.984379945，0.032487912，5.71e-19，0.999247139，0.997862118，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.166498334，0.166486816，0.998296183，0.998648272，7.11e-15，0.16834648，0.167982932，0.987052199，0.973858353，0.164332634，0.000837777，1.0，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，0.999878047，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.033378777
DB00125|0.985725923，0.006322079，0.014259243，0.009012476，0.005731108，0.008098732，0.009212424，0.006045583，0.008882081，0.004294075，0.007083402，0.00375463，0.005354119，0.002974107，0.78169269，0.264869665，6.89e-07，0.220021985，0.55140029，2.51e-11，9.26e-11，5.86e-17，1.09e-06，0.169193221，0.863695139，0.008067198，0.993693313，0.973245095，0.732000805，0.917559015，0.911427267，0.009170045，0.007408131，0.999998998，0.036468926，0.120444495，0.66238408，0.007044689，0.062732066，0.722212995，0.062732066，0.814134868，0.553964952，0.818276757，0.201550028，0.268680886，0.012134444，0.007794778，0.007934762，0.976293863，0.5，9.94e-22，0.142492255，0.062963133，0.034722889，4.83e-15，0.0111776，0.168438018，0.951016644，0.346464367，5.7e-08，0.33566922，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.053715649，0.831144717，0.482031107，0.985780815，0.145980119，1.74e-22，0.898279735，0.650691714，9.05e-08，4.61e-10，0.157072376，6.03e-26，0.072517995，0.155283385，0.027500884，0.004928455，0.326546709，0.243053758，1.0，0.205072372，0.996331538，0.390496217，0.227211062，0.025836931，5.3e-05，1.43e-16，0.842489948，6.95e-13，0.0，9.8e-13，0.384837878，0.245298863，0.934778255，0.215062147，0.030994493，2.99e-06，0.277639012，5.3e-05，0.883935186，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.504699628，0.020286834，1.0，3.32e-10，9.64e-10，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.999999894，0.999999893，0.5，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.838411761，0.999999859，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，0.167346595，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.0，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，0.960706684，0.166633397，0.059524718
DB00132|0.983638396，0.023308457，0.165255736，0.256703507，0.209187715，0.149663386，0.330418361，0.257201095，0.184301969，0.118393013，0.134081436，0.082357573，0.11797309，0.072593582，0.603410636，0.264869665，6.89e-07，0.10021777，0.155748631，0.867614748，0.783525892，5.86e-17，1.09e-06，0.891192137，0.370561675，0.11681726，0.063569186，0.050739775，0.072555576，0.870358018，0.910126986，0.137062077，0.087862778，0.999998998，0.478552551，0.960467992，0.998769212，0.161881292，0.06588445，0.733082364，0.06588445，0.755665637，0.880383548，0.753428115，0.324763817，0.257757706，0.917857965，0.239326078，0.113609483，0.436076719，0.079831729，9.94e-22，0.142492255，0.062963133，0.034722889，4.83e-15，0.0111776，0.040600274，0.47446924，0.007285538，5.7e-08，0.930636239，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.208427267，0.131426352，5.7600000000000004e-21，3.61e-15，0.145980119，1.74e-22，0.898279735，0.31225737，9.05e-08，4.61e-10，0.157072376，0.883217524，0.480281244，0.15342541，0.027500884，0.004928455，0.326546709，0.135992629，0.167096874，0.075581009，8.79e-24，0.915716841，0.030449467，0.217217083，5.3e-05，1.43e-16，0.03731604，6.95e-13，0.0，9.8e-13，0.048694813，0.245298863，2.86e-09，0.942079988，0.357598357，2.99e-06，0.277639012，5.3e-05，0.076383428，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.777486573，0.020286834，1.0，3.32e-10，9.64e-10，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.999999894，0.999999893，0.5，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.001181573，0.164332634，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，0.999999994，0.166633397，0.176023388
DB00136|0.484907819，0.231631351，0.672071028，0.791170616，0.762930873，0.577941598，0.83240694，0.784176379，0.927660328，0.897629689，0.938071558，0.90775307，0.957225797，0.936550367，0.849571919，0.723023319，6.89e-07，0.10021777，0.780266325，0.683284557，0.955136581，0.364464589，0.552870883，0.794405048，7.52e-13，0.597595723，0.772835922，0.737398955，0.732000805，0.973638078，0.951257839，0.621989996，0.518187577，0.999998998，0.77393603，0.663711445，0.643703876，0.668977812，0.0601592，0.244874836，0.0601592，0.028270052，0.91309331，0.019523118，0.358257072，0.742329416，0.921329606，0.719416911，0.597109777，0.842343704，0.124047371，0.999999946，0.142492255，0.964560347，0.034722889，4.83e-15，0.0111776，0.168438018，0.855890346，0.03345758，5.7e-08，0.466310264，0.949546413，1.1400000000000001e-21，0.965925139，0.758239555，0.619288901，5.7600000000000004e-21，3.61e-15，0.145980119，1.74e-22，1.18e-10，0.059983379，9.05e-08，4.61e-10，0.157072376，0.796493792，0.992704517，0.15342541，0.676349745，0.396613874，0.618291586，0.07318165，0.167096874，0.075581009，0.999052655，0.976826112，0.030449467，0.206277073，5.3e-05，1.43e-16，0.03731604，6.95e-13，0.0，9.8e-13，0.454065458，1.2e-11，0.984465746，0.980412329，0.339689205，2.99e-06，0.277639012，5.3e-05，0.321465965，5.3e-05，0.5，0.384710451，5.3e-05，5.3e-05，1.0，5.3e-05，0.998653446，0.96369138，0.020286834，5.71e-19，0.999998604，0.999995429，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.166498334，0.166486816，0.202864661，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.001181573，0.164332634，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，0.914027309，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.384785811
DB00152|0.862904991，0.129473047，0.08568195，0.102059267，0.112057196，0.080907112，0.087506456，0.116125256，0.088200928，0.129735353，0.107738725，0.221967032，0.095471766，0.231549213，4.07e-10，2.18e-08，6.89e-07，0.238296534，0.678351007，0.293745866，0.605488247，0.655846856，0.593231172，0.450640393，0.625703719，0.090191453，0.958674172，0.965569266，0.947306145，0.600771737，0.876874234，0.080716049，0.087919742，0.999998998，0.102154166，0.124962717，0.345701844，0.087456668，0.03815808，0.253815951，0.03815808，0.265138519，0.712510309，0.253333109，0.795561766，0.733254807，0.059103973，0.086617594，0.087737251，0.842343704，0.305168451，9.94e-22，0.142492255，0.062963133，0.034722889，0.92731029，0.38583405，0.492264867，0.731660206，0.346464367，5.7e-08，0.214297517，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.116455672，0.398713177，0.71462682，0.996093683，0.832519267，1.74e-22，1.18e-10，0.059983379，0.807739929，0.950743095，0.157072376，0.242907433，0.043576907，0.614723643，0.407430857，0.120265673，0.316996033，0.385246052，0.167096874，0.416325857，8.79e-24，0.545648696，0.425213438，0.1879635，5.3e-05，1.43e-16，0.615867955，0.984407356，0.0，0.985051256，0.221736155，0.589949297，0.972771478，0.417610239，0.074992667，2.99e-06，0.277639012，5.3e-05，0.53692542，5.3e-05，0.949936362，1.0，5.3e-05，5.3e-05，0.99999756，5.3e-05，0.998653446，0.897581205，0.020286834，5.71e-19，0.999247139，0.997862118，1.0，5.84e-13，0.942307104，0.165079548，0.167040631，0.166498334，0.166486816，0.202864661，0.069365881，7.11e-15，0.16834648，0.167982932，0.713160824，0.001181573，0.999887438，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，0.167346595，7.14e-07，2.64e-12，0.879726585，0.999529114，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，1.0，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.833541674
DB00153|0.537892041，0.227795853，0.614226418，0.787442559，0.758710977，0.547831214，0.831040818，0.782502988，0.911879458，0.875620183，0.944206625，0.916846405，0.94088508，0.911743099，4.07e-10，0.282315885，6.89e-07，0.22400138，0.491328828，0.784759647，0.966152888，0.364464589，1.09e-06，0.971517945，7.52e-13，0.524783841，0.363196178，0.428224007，0.499293663，0.947251674，0.936029018，0.574166291，0.435529225，0.999998998，0.722949844，0.672086812，0.613950224，0.639662603，0.05768885，0.245145998，0.05768885，0.019969941，0.720330577，0.01300757，0.651103865，0.742053968，0.987764668，0.734787527，0.522664375，0.436076719，0.051529913，0.999999946，0.142492255，0.964560347，0.034722889，4.83e-15，0.0111776，0.040600274，0.47446924，0.000885395，5.7e-08，0.33566922，0.949546413，1.1400000000000001e-21，0.965925139，0.689658905，0.131426352，5.7600000000000004e-21，3.61e-15，0.145980119，1.74e-22，1.18e-10，0.059983379，9.05e-08，4.61e-10，0.157072376，0.948001461，0.991893243，0.080760151，0.220683501，0.396613874，0.188415778，0.07318165，0.167096874，0.075581009，0.99957939，0.959125661，0.030449467，0.368350742，5.3e-05，1.43e-16，0.03731604，6.95e-13，0.0，9.8e-13，0.050154748，1.2e-11，0.99054531，0.973273791，0.538450677，2.99e-06，0.277639012，5.3e-05，0.022559692，5.3e-05，0.5，0.384710451，5.3e-05，5.3e-05，1.0，5.3e-05，0.998653446，0.971502555，0.020286834，5.71e-19，0.999247139，0.997862118，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.166498334，0.166486816，0.202864661，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.001181573，0.164332634，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，0.914027309，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.32061342
DB00158|0.3914729，0.754271177，0.734380729，0.584116138，0.534969253，0.690559883，0.538315845，0.456697633，0.482720691，0.371617983，0.408261019，0.295619466，0.339743352，0.234264456，0.907939053，0.816670022，6.89e-07，0.983885535，0.309221306，2.51e-11，0.848231602，0.547154511，1.09e-06，0.769178349，0.764403576，0.6779254，0.562037167，0.518266608，0.473210735，0.257101891，0.053695102，0.7065301，0.697318182，0.999998998，0.699928431，0.686584433，0.66686602，0.637082496，0.297252746，0.733071548，0.297252746，0.830300329，0.320945625，0.835978876，0.142905446，0.257768593，0.034017973，0.580238075，0.679207477，0.976293863，0.978408453，9.94e-22，0.142492255，0.062963133，0.358206967，0.92731029，0.617764784，0.956919425，0.969469665，0.938800406，5.7e-08，0.773347691，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.725632003，0.946557837，0.482031107，0.995366659，0.84332052，0.977808184，0.978274226，0.819595508，0.887447302，0.956623406，0.157072376，6.03e-26，0.300783389，0.410875909，0.694299588，0.396613874，0.858228504，0.91822345，0.167096874，0.932285948，8.79e-24，0.521061184，0.383560522，0.440444486，5.3e-05，1.43e-16，0.923447626，0.99505378，0.0，9.8e-13，0.757886869，0.687591402，2.86e-09，0.556648042，0.336291109，2.99e-06，0.986091708，5.3e-05，0.983256129，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.448632108，0.020286834，1.0，3.32e-10，9.64e-10，1.0，5.84e-13，0.962941752，0.999986066，0.167040631，1.0，1.0，0.895953243，0.5，7.11e-15，0.16834648，0.167982932，0.713160824，0.935006288，0.999887438，0.000837777，0.166325734，0.163034142，0.999986066，9.57e-08，3.5e-08，0.168206175，0.165806858，0.167346595，0.753321287，2.64e-12，0.923236754，2.87e-10，0.377737848，0.004506168，0.133250251，0.358229365，1.61e-09，0.914027309，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.098177204
DB00159|0.98877698，0.050376872，0.252911183，0.334587425，0.282119648，0.232597272，0.37483589，0.297815871，0.184301969，0.118393013，0.116423502，0.070528636，0.091113119，0.055159306，0.603410636，0.264869665，6.89e-07，0.232928691，0.019674268，0.867614748，9.26e-11，5.86e-17，1.09e-06，0.975075624，0.370561675，0.178281725，0.034002563，0.017993115，0.013558087，0.656211728，0.815042998，0.214324837，0.142388562，0.999998998，0.583007836，0.973789781，0.999615792，0.245141732，0.065752964，0.733081067，0.065752964，0.755711121，0.827414919，0.753478881，0.304182624，0.257759011，0.940714997，0.358201641，0.173923147，0.436076719，0.079831729，9.94e-22，0.142492255，0.062963133，0.034722889，4.83e-15，0.0111776，0.040600274，0.47446924，0.007285538，5.7e-08，0.930636239，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.269213145，0.131426352，5.7600000000000004e-21，3.61e-15，0.145980119，1.74e-22，0.898279735，0.31225737，9.05e-08，4.61e-10，0.157072376，0.911027157，0.59935614，0.15342541，0.027500884，0.004928455，0.326546709，0.135992629，0.167096874，0.075581009，8.79e-24，0.865041962，0.030449467，0.563825421，5.3e-05，1.43e-16，0.03731604，6.95e-13，0.0，9.8e-13，0.048694813，0.245298863，2.86e-09，0.888429581，0.763014329，2.99e-06，0.277639012，5.3e-05，0.076383428，5.3e-05，0.5，1.0，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.777174683，0.020286834，1.0，3.32e-10，9.64e-10，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.999999894，0.999999893，0.5，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.001181573，0.164332634，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，0.960706684，0.166633397，0.162778463
DB00162|0.960810059，0.094766632，0.224563492，0.376254313，0.322405297，0.156556664，0.321260582，0.24896589，0.473977509，0.363164192，0.365674996，0.258761275，0.365274951，0.255111454，4.07e-10，2.18e-08，6.89e-07，0.238296534，0.127836257，0.148013857，0.947802187，0.381579081，0.591401463，0.906561601，0.370561675，0.135479644，0.6979062，0.630537137，0.509380661，0.733669558，0.906122387，0.173123908，0.104066679，0.999998998，0.404969413，0.516535078，0.699019984，0.204912172，0.036085918，0.24386955，0.036085918，0.021035184，0.509903612，0.013822715，0.772929299，0.743350725，0.904947345，0.320517138，0.131891067，0.436076719，0.051529913，0.999952139，0.142492255，0.5，0.034722889，4.83e-15，0.0111776，0.040600274，0.47446924，0.000885395，5.7e-08，0.33566922，0.0，1.1400000000000001e-21，2.4000000000000003e-23，0.222354992，0.131426352，5.7600000000000004e-21，3.61e-15，0.145980119，1.74e-22，1.18e-10，0.059983379，9.05e-08，4.61e-10，0.157072376，0.907688501，0.734842808，0.080760151，0.241872742，0.026103288，0.188415778，0.07318165，0.167096874，0.075581009，0.985538915，0.840639157，0.22941713，0.531987246，5.3e-05，1.43e-16，0.03731604，6.95e-13，0.0，9.8e-13，0.055815965，1.2e-11，0.934835514，0.860903502，0.733435155，2.99e-06，0.277639012，5.3e-05，0.022559692，5.3e-05，0.5，0.384710451，5.3e-05，5.3e-05，0.164664515，5.3e-05，0.998653446，0.958092079，0.020286834，5.71e-19，0.999247139，0.997862118，7.11e-15，5.84e-13，1.2e-20，0.165079548，0.167040631，0.166498334，0.166486816，0.202864661，0.069365881，7.11e-15，0.16834648，0.167982932，6.87e-10，0.001181573，0.164332634，0.000837777，0.166325734，0.163034142，0.165079548，9.57e-08，3.5e-08，0.168206175，0.165806858，1.0，7.14e-07，2.64e-12，0.099912791，2.87e-10，0.377737848，0.004506168，0.133250251，0.034729928，1.61e-09，1.88e-18，2.09e-07，7.11e-15，0.499264281，0.164929402，1.32e-17，2.11e-16，1.17e-09，3.26e-22，6.25e-10，0.168149182，0.165450729，1.17e-13，0，0.164668868，0.166924728，0.0，5.1e-08，7.11e-15，0.154654108，2.7900000000000003e-22，0.0，0.167639733，6.31e-25，0.16818613，0.009088503，0.168363202，8.27e-11，0.156346354，0.0，0.0，0.021135424，0.021135424，2.39e-20，0.0，8.34e-25，5.3e-05，0.156951066，4.03e-08，1.55e-23，1.59e-17，5.77e-14，2.96e-11，0.168378369，0.167380186，1.48e-18，2.32e-16，4.7e-08，0.166633397，0.605728599
